ID,Entry,Gene names,Cross-reference (STRING)
415,P59541,TAS2R30 TAS2R47,9606.ENSP00000444736
416,O43280,TREH TREA,9606.ENSP00000264029
417,O43557,TNFSF14 HVEML LIGHT UNQ391/PRO726,9606.ENSP00000469049
418,P36406,TRIM23 ARD1 ARFD1 RNF46,9606.ENSP00000231524
419,Q6ZT21,TMPPE,9606.ENSP00000343398
420,P01374,LTA TNFB TNFSF1,9606.ENSP00000403495
421,Q9BWF2,TRAIP RNF206 TRIP,9606.ENSP00000328203
422,P32971,TNFSF8 CD30L CD30LG,9606.ENSP00000223795
423,Q9BYE2,TMPRSS13 MSP TMPRSS11,9606.ENSP00000434279
424,Q9H0R3,TMEM222 C1orf160,9606.ENSP00000483276
425,P61165,TMEM258 C11orf10 HSPC005,9606.ENSP00000443216
426,P07101,TH TYH,9606.ENSP00000370571
427,P55916,UCP3 SLC25A9,9606.ENSP00000323740
428,Q6UW78,UQCC3 C11orf83 UNQ655/PRO1286,9606.ENSP00000432692
429,O75841,UPK1B TSPAN20,9606.ENSP00000264234
430,D6RA61,USP17L22,9606.ENSP00000423115
431,P15374,UCHL3,9606.ENSP00000366819
432,Q86V25,VASH2 VASHL,9606.ENSP00000428324
433,Q99437,ATP6V0B ATP6F,9606.ENSP00000434729
434,Q96LB4,ATP6V1G3 ATP6G3,9606.ENSP00000281087
435,Q7Z5L0,VMO1 UNQ6350/PRO21055,9606.ENSP00000328397
436,Q96G27,WBP1,9606.ENSP00000233615
437,Q96P53,WDFY2 WDF2 ZFYVE22,9606.ENSP00000298125
438,Q93098,WNT8B,9606.ENSP00000340677
439,O15213,WDR46 BING4 C6orf11 FP221,9606.ENSP00000363746
440,Q9Y2I8,WDR37 KIAA0982,9606.ENSP00000350954
441,Q5GH72,XKR7 C20orf159 XRG7,9606.ENSP00000477059
442,Q8IUA0,WFDC8 C20orf170 WAP8,9606.ENSP00000361735
443,Q86Y25,ZNF354C KID3,9606.ENSP00000324064
444,Q9P0L1,ZKSCAN7 ZNF167 ZNF448 ZNF64,9606.ENSP00000273320
445,O60765,ZNF354A EZNF HKL1 TCF17,9606.ENSP00000337122
446,Q52M93,ZNF585B,9606.ENSP00000433773
447,Q96H86,ZNF764,9606.ENSP00000252797
448,Q86SH2,ZAR1,9606.ENSP00000329803
449,Q9BQ24,ZFYVE21,9606.ENSP00000216602
450,Q96JP5,ZFP91 ZNF757 FKSG11,9606.ENSP00000339030
451,O60844,ZG16,9606.ENSP00000383563
452,P0CG00,ZSCAN5DP ZSCAN5D,9606.ENSP00000470691
453,P36508,ZNF76 D6S229E ZNF523,9606.ENSP00000363064
454,Q96JC4,ZNF479,9606.ENSP00000333776
455,Q9NZV7,ZIM2 ZNF656,9606.ENSP00000468984
456,Q6P280,ZNF529 KIAA1615,9606.ENSP00000465578
457,Q96N95,ZNF396 ZSCAN14,9606.ENSP00000302310
458,Q9UKF6,CPSF3 CPSF73,9606.ENSP00000238112
459,A8MZG2,C16orf90,9606.ENSP00000401335
460,Q49B96,COX19,9606.ENSP00000342015
461,Q96J86,CYYR1 C21orf95,9606.ENSP00000299340
462,Q5VU92,DCAF12L1 WDR40B,9606.ENSP00000360167
463,Q9H9R9,DBNDD1,9606.ENSP00000457625
464,Q6ZPD9,DPY19L3,9606.ENSP00000344937
465,Q9Y315,DERA CGI-26,9606.ENSP00000416583
466,Q07507,DPT,9606.ENSP00000356791
467,Q8WW22,DNAJA4,9606.ENSP00000378324
468,P18858,LIG1,9606.ENSP00000263274
469,Q9UBT3,DKK4,9606.ENSP00000220812
470,P49184,DNASE1L1 DNAS1L1 DNL1L,9606.ENSP00000358824
471,Q8NCG7,DAGLB,9606.ENSP00000297056
472,Q9NX36,DNAJC28 C21orf55 C21orf78,9606.ENSP00000479716
473,Q9H2P9,DPH5 AD-018 CGI-30 HSPC143 NPD015,9606.ENSP00000359127
474,Q15768,EFNB3 EPLG8 LERK8,9606.ENSP00000226091
475,Q9BUY7,EFCAB11 C14orf143,9606.ENSP00000326267
476,Q8N4Y2,CRACR2B EFCAB4A,9606.ENSP00000435299
477,P50402,EMD EDMD STA,9606.ENSP00000358857
478,Q5BKY9,FAM133B,9606.ENSP00000398401
479,O43414,ERI3 PINT1 PRNPIP PRNPIP1,9606.ENSP00000361331
480,A1L162,ERICH2,9606.ENSP00000387298
481,Q6ZVS7,FAM183BP FAM183B THEG6,9606.ENSP00000386657
482,Q8N9E0,FAM133A,9606.ENSP00000318974
483,Q96IV6,FAXDC2 C5orf4,9606.ENSP00000320604
484,P48060,GLIPR1 GLIPR RTVP1,9606.ENSP00000266659
485,Q9NQX3,GPHN GPH KIAA1385,9606.ENSP00000417901
486,A6NH11,GLTPD2,9606.ENSP00000328070
487,O76003,GLRX3 PICOT TXNL2 HUSSY-22,9606.ENSP00000357633
488,A4D1B5,GSAP PION,9606.ENSP00000257626
489,Q68CP4,HGSNAT TMEM76,9606.ENSP00000368965
490,P42261,GRIA1 GLUH1 GLUR1,9606.ENSP00000428994
491,P42263,GRIA3 GLUR3 GLURC,9606.ENSP00000481554
492,A6NFD8,HELT,9606.ENSP00000426033
493,P26927,MST1 D3F15S2 DNF15S2 HGFL,9606.ENSP00000414287
494,Q8WVV9,HNRNPLL HNRPLL SRRF BLOCK24,9606.ENSP00000390625
495,O00479,HMGN4 HMG17L3 NHC,9606.ENSP00000366798
496,P0CJ71,MTRNR2L4,9606.ENSP00000382856
497,Q14626,IL11RA,9606.ENSP00000450565
498,Q9UKT9,IKZF3 ZNFN1A3,9606.ENSP00000344544
499,Q9H1K1,ISCU NIFUN,9606.ENSP00000310623
500,Q5TA45,INTS11 CPSF3L RC68,9606.ENSP00000445001
501,P05154,SERPINA5 PCI PLANH3 PROCI,9606.ENSP00000333203
502,P05111,INHA,9606.ENSP00000243786
503,Q96RR4,CAMKK2 CAMKKB KIAA0787,9606.ENSP00000312741
504,Q8TBB5,KLHDC4,9606.ENSP00000270583
505,Q3LI66,KRTAP6-2 KAP6.2,9606.ENSP00000334560
506,Q9BYR4,KRTAP4-3 KAP4.3 KRTAP4.3,9606.ENSP00000375151
507,Q9NPC2,KCNK9 TASK3,9606.ENSP00000430676
508,Q9P0G3,KLK14 KLKL6,9606.ENSP00000375678
509,Q6UWW0,LCN15 UNQ2541/PRO6093,9606.ENSP00000313833
510,Q92615,LARP4B KIAA0217 LARP5,9606.ENSP00000482767
511,Q5T7P3,LCE1B LEP2 SPRL2A,9606.ENSP00000353203
512,Q8NC56,LEMD2,9606.ENSP00000293760
513,O75023,LILRB5 LIR8,9606.ENSP00000406478
514,P53671,LIMK2,9606.ENSP00000339916
515,Q9BYJ1,ALOXE3,9606.ENSP00000314879
516,P20700,LMNB1 LMN2 LMNB,9606.ENSP00000261366
517,Q9Y608,LRRFIP2,9606.ENSP00000338727
518,Q5VZF2,MBNL2 MBLL MBLL39 MLP1,9606.ENSP00000267287
519,Q9BY19,MS4A8 4SPAN4 MS4A8B,9606.ENSP00000300226
520,Q8NFP4,MDGA1 MAMDC3,9606.ENSP00000402584
521,P33992,MCM5 CDC46,9606.ENSP00000216122
522,Q9BW11,MXD3 BHLHC13 MAD3,9606.ENSP00000401867
523,Q9Y6D9,MAD1L1 MAD1 TXBP181,9606.ENSP00000385334
524,Q8WWY6,MBD3L1 MBD3L,9606.ENSP00000471575
525,P20794,MAK,9606.ENSP00000346484
526,P43362,MAGEA9 MAGE9 MAGEA9A; MAGEA9B,9606.ENSP00000471017
527,Q9BSK0,MARVELD1 MRVLDC1,9606.ENSP00000441365
528,Q9H213,MAGEH1 APR1,9606.ENSP00000343706
529,Q8NDX9,LY6G5B C6orf19 G5B,9606.ENSP00000365024
530,Q9BZ81,MAGEB5,9606.ENSP00000473493
531,P0DP58,LYNX1,9606.ENSP00000479586
532,Q15555,MAPRE2 RP1,9606.ENSP00000300249
533,Q9NPA3,MID1IP1 MIG12,9606.ENSP00000483547
534,P0DM35,MT1HL1,9606.ENSP00000476141
535,Q99742,NPAS1 BHLHE11 MOP5 PASD5,9606.ENSP00000469142
536,P35410,MAS1L MRG,9606.ENSP00000366331
537,Q92886,NEUROG1 BHLHA6 NEUROD3 NGN NGN1,9606.ENSP00000317580
538,Q4ZIN3,TMEM259 C19orf6,9606.ENSP00000349087
539,Q9H2A3,NEUROG2 ATOH4 BHLHA8 NGN2,9606.ENSP00000317333
540,Q8IXF0,NPAS3 BHLHE12 MOP6 PASD6,9606.ENSP00000348460
541,Q9Y4Z2,NEUROG3 ATOH5 BHLHA7 NGN3,9606.ENSP00000242462
542,Q7L5Y9,MAEA EMP HLC10 PIG5,9606.ENSP00000302830
543,Q9NPE2,NGRN FI58G HT020,9606.ENSP00000368389
544,A6NHN6,NPIPB15 NPIPL2,9606.ENSP00000411140
545,Q8TD90,MAGEE2 HCA3,9606.ENSP00000362457
546,Q9H492,MAP1LC3A,9606.ENSP00000363970
547,Q6UX53,METTL7B UNQ594/PRO1180,9606.ENSP00000377796
548,O00400,SLC33A1 ACATN AT1,9606.ENSP00000376587
549,Q5FVE4,ACSBG2 BGR UNQ2443/PRO5005,9606.ENSP00000465589
550,P08910,ABHD2 LABH2,9606.ENSP00000268129
551,P11310,ACADM,9606.ENSP00000359871
552,Q9NP78,ABCB9 KIAA1520,9606.ENSP00000440288
553,Q9UGI9,PRKAG3 AMPKG3,9606.ENSP00000397133
554,Q13685,AAMP,9606.ENSP00000248450
555,O95433,AHSA1 C14orf3 HSPC322,9606.ENSP00000216479
556,Q96P64,AGAP4 AGAP8 CTGLF1 CTGLF5 MRIP2,9606.ENSP00000392513
557,Q15052,ARHGEF6 COOL2 KIAA0006 PIXA,9606.ENSP00000250617
558,P35414,APLNR AGTRL1 APJ,9606.ENSP00000475344
559,Q9H6X2,ANTXR1 ATR TEM8,9606.ENSP00000301945
560,A6NCL7,ANKRD33B,9606.ENSP00000296657
561,P11245,NAT2 AAC2,9606.ENSP00000286479
562,Q9NU02,ANKEF1 ANKRD5,9606.ENSP00000367631
563,Q9H8Y5,ANKZF1 ZNF744,9606.ENSP00000321617
564,Q6ZVZ8,ASB18,9606.ENSP00000386532
565,Q96C12,ARMC5,9606.ENSP00000386125
566,Q9P291,ARMCX1 ALEX1 AD032,9606.ENSP00000361917
567,Q7L311,ARMCX2 ALEX2 KIAA0512,9606.ENSP00000331662
568,Q9Y4P1,ATG4B APG4B AUTL1 KIAA0943,9606.ENSP00000384259
569,A0PJX0,CIB4,9606.ENSP00000288861
570,P48047,ATP5PO ATP5O ATPO,9606.ENSP00000290299
571,P30049,ATP5F1D ATP5D,9606.ENSP00000215375
572,Q96SQ7,ATOH8 ATH6 BHLHA21,9606.ENSP00000304676
573,Q8N100,ATOH7 ATH5 BHLHA13,9606.ENSP00000362777
574,Q96AQ7,CIDEC FSP27,9606.ENSP00000373328
575,Q13895,BYSL ENP1,9606.ENSP00000230340
576,Q9NZS9,BFAR BAR RNF47,9606.ENSP00000261658
577,P12645,BMP3 BMP3A,9606.ENSP00000282701
578,Q96P09,BIRC8 ILP2,9606.ENSP00000412957
579,Q9H694,BICC1,9606.ENSP00000362993
580,Q9UMQ3,BARX2,9606.ENSP00000281437
581,Q9Y5Z6,B3GALT1,9606.ENSP00000376456
582,Q6ZP65,BICDL1 BICDR1 CCDC64,9606.ENSP00000380690
583,Q96FH0,BORCS8 MEF2BNB,9606.ENSP00000425864
584,Q9NXR7,BABAM2 BRCC45 BRE,9606.ENSP00000343412
585,Q6UX72,B3GNT9 UNQ1922/PRO4397,9606.ENSP00000400157
586,P51671,CCL11 SCYA11,9606.ENSP00000302234
587,Q14511,NEDD9 CASL CASS2,9606.ENSP00000368759
588,Q4G0S7,CCDC152 Chr5_400,9606.ENSP00000354888
589,Q9GZT6,CCDC90B CUA003 MDS011 MDS025,9606.ENSP00000434724
590,P40123,CAP2,9606.ENSP00000229922
591,Q96KC9,CABS1 C4orf35,9606.ENSP00000273936
592,Q9BTV7,CABLES2 C20orf150,9606.ENSP00000279101
593,Q9Y426,C2CD2 C21orf25 C21orf258 TMEM24L,9606.ENSP00000369853
594,Q9HBT6,CDH20 CDH7L3,9606.ENSP00000262717
595,Q8N1Q1,CA13,9606.ENSP00000318912
596,O75828,CBR3,9606.ENSP00000290354
597,Q08289,CACNB2 CACNLB2 MYSB,9606.ENSP00000320025
598,Q569G3,C5orf47,9606.ENSP00000340887
599,A1L170,C1orf226,9606.ENSP00000413150
600,Q8WUH1,CHURC1 C14orf52 CHCH My015,9606.ENSP00000475473
601,P00746,CFD DF PFD,9606.ENSP00000332139
602,A7E2U8,C4orf47 Chr4_1746,9606.ENSP00000368127
603,P10747,CD28,9606.ENSP00000324890
604,P07199,CENPB,9606.ENSP00000369075
605,Q8N111,CEND1 BM88,9606.ENSP00000328336
606,P24385,CCND1 BCL1 PRAD1,9606.ENSP00000227507
607,Q9BU64,CENPO ICEN36 MCM21R,9606.ENSP00000370214
608,O95832,CLDN1 CLD1 SEMP1 UNQ481/PRO944,9606.ENSP00000295522
609,Q96S94,CCNL2 SB138,9606.ENSP00000383611
610,O95813,CER1 DAND4,9606.ENSP00000370297
611,O95484,CLDN9,9606.ENSP00000398017
612,P10645,CHGA,9606.ENSP00000216492
613,Q71F23,CENPU ICEN24 KLIP1 MLF1IP PBIP1,9606.ENSP00000281453
614,Q8IU89,CERS3 LASS3,9606.ENSP00000284382
615,Q8IUN9,CLEC10A CLECSF13 CLECSF14 HML,9606.ENSP00000254868
616,Q8N1N0,CLEC4F CLECSF13,9606.ENSP00000272367
617,Q08708,CD300C CMRF35 CMRF35A CMRF35A1 IGSF16,9606.ENSP00000329507
618,P49759,CLK1 CLK,9606.ENSP00000394734
619,Q92989,CLP1 HEAB,9606.ENSP00000434995
620,Q68CJ9,CREB3L3 CREBH HYST1481,9606.ENSP00000078445
621,Q13098,GPS1 COPS1 CSN1,9606.ENSP00000376167
622,P57737,CORO7,9606.ENSP00000460885
623,P54108,CRISP3,9606.ENSP00000389026
624,P26998,CRYBB3 CRYB3,9606.ENSP00000215855
625,Q49AN0,CRY2 KIAA0658,9606.ENSP00000478187
626,O60519,CREBL2,9606.ENSP00000228865
627,P01189,POMC,9606.ENSP00000384092
628,Q9Y3A0,COQ4 CGI-92,9606.ENSP00000300452
629,Q15018,ABRAXAS2 ABRO1 FAM175B KIAA0157,9606.ENSP00000298492
630,P0DKL9,ARL14EPL,9606.ENSP00000472409
631,Q8WTS1,ABHD5 NCIE2 CGI-58,9606.ENSP00000390849
632,A7E2S9,ANKRD30BL NCRNA00164,9606.ENSP00000386398
633,O14678,ABCD4 PXMP1L,9606.ENSP00000349396
634,P29275,ADORA2B,9606.ENSP00000304501
635,Q96P26,NT5C1B AIRP FKSG85,9606.ENSP00000352904
636,P46952,HAAO,9606.ENSP00000294973
637,P20309,CHRM3,9606.ENSP00000255380
638,Q9NUN7,ACER3 APHC PHCA,9606.ENSP00000434480
639,Q5QJU3,ACER2 ASAH3L PP11646,9606.ENSP00000342609
640,P09972,ALDOC ALDC,9606.ENSP00000226253
641,Q9NP70,AMBN,9606.ENSP00000313809
642,P43353,ALDH3B1 ALDH7,9606.ENSP00000473990
643,P31751,AKT2,9606.ENSP00000375892
644,Q96HD9,ACY3 ASPA2,9606.ENSP00000255082
645,Q86SJ2,AMIGO2 ALI1,9606.ENSP00000266581
646,O43707,ACTN4,9606.ENSP00000252699
647,O00170,AIP XAP2,9606.ENSP00000279146
648,Q8TDG2,ACTRT1 ARPT1 HSD27,9606.ENSP00000360165
649,Q9Y672,ALG6 My046,9606.ENSP00000360149
650,Q9NXL2,ARHGEF38,9606.ENSP00000416125
651,Q8N8U2,CDYL2,9606.ENSP00000476295
652,Q9H2A9,CHST8,9606.ENSP00000262622
653,P09093,CELA3A ELA3 ELA3A,9606.ENSP00000290122
654,P01730,CD4,9606.ENSP00000011653
655,O43916,CHST1,9606.ENSP00000309270
656,Q07108,CD69 CLEC2C,9606.ENSP00000228434
657,Q9NPF2,CHST11,9606.ENSP00000305725
658,Q5T4I8,C6orf52,9606.ENSP00000259983
659,A6H8M9,CDHR4 CDH29 UNQ9392/PRO34300,9606.ENSP00000391409
660,Q15078,CDK5R1 CDK5R NCK5A,9606.ENSP00000318486
661,P42081,CD86 CD28LG2,9606.ENSP00000332049
662,P16671,CD36 GP3B GP4,9606.ENSP00000399421
663,Q99741,CDC6 CDC18L,9606.ENSP00000209728
664,P29965,CD40LG CD40L TNFSF5 TRAP,9606.ENSP00000359663
665,Q08722,CD47 MER6,9606.ENSP00000355361
666,Q9BW66,CINP,9606.ENSP00000216756
667,Q49MI3,CERKL,9606.ENSP00000341159
668,Q9H8S5,CCNP CNTD2,9606.ENSP00000396755
669,Q16281,CNGA3 CNCG3,9606.ENSP00000377140
670,A5D8T8,CLEC18A MRLP2,9606.ENSP00000484176
671,P61024,CKS1B CKS1 PNAS-143 PNAS-16,9606.ENSP00000311083
672,Q9UI10,EIF2B4 EIF2BD,9606.ENSP00000394869
673,Q6PCB8,EMB,9606.ENSP00000302289
674,Q9NPA8,ENY2 DC6,9606.ENSP00000429986
675,Q9NVF9,ETNK2 EKI2 HMFT1716,9606.ENSP00000356169
676,O60739,EIF1B,9606.ENSP00000232905
677,P78545,ELF3 ERT ESX JEN,9606.ENSP00000352673
678,Q96C92,ENTR1 SDCCAG3,9606.ENSP00000349929
679,O75354,ENTPD6 CD39L2 IL6ST2,9606.ENSP00000365840
680,Q14320,FAM50A DXS9928E HXC26 XAP5,9606.ENSP00000377225
681,Q8WUB2,FAM216A C12orf24,9606.ENSP00000366901
682,Q5TYM5,FAM72A UGENE,9606.ENSP00000356096
683,Q9Y421,FAM32A OTAG12 CGI-144,9606.ENSP00000263384
684,Q9HB03,ELOVL3 CIG30,9606.ENSP00000359022
685,Q96CN4,EVI5L,9606.ENSP00000445905
686,A1XBS5,FAM92A FAM92A1,9606.ENSP00000429367
687,P03951,F11,9606.ENSP00000384957
688,Q9H098,FAM107B C10orf45,9606.ENSP00000181796
689,Q8IZA3,H1-8 H1FOO H1OO OSH1,9606.ENSP00000319799
690,Q9H201,EPN3,9606.ENSP00000268933
691,Q14677,CLINT1 ENTH EPN4 EPNR KIAA0171,9606.ENSP00000429824
692,Q9UBQ6,EXTL2 EXTR2,9606.ENSP00000359132
693,Q8N0W7,FMR1NB,9606.ENSP00000359498
694,P18074,ERCC2 XPD XPDC,9606.ENSP00000375809
695,Q5XUX0,FBXO31 FBX14 FBX31 PP2386,9606.ENSP00000310841
696,Q16777,H2AC20 H2AFQ HIST2H2AC,9606.ENSP00000332194
697,P11166,SLC2A1 GLUT1,9606.ENSP00000416293
698,Q7Z6M2,FBXO33 FBX33,9606.ENSP00000298097
699,Q4G163,FBXO43 EMI2,9606.ENSP00000403293
700,Q9UH90,FBXO40 FBX40 KIAA1195,9606.ENSP00000337510
701,Q9UKT5,FBXO4 FBX4,9606.ENSP00000281623
702,Q8N539,FIBCD1 UNQ701/PRO1346,9606.ENSP00000361413
703,Q9H1H1,GTSF1L C20orf65 FAM112A,9606.ENSP00000362094
704,Q8WWV6,FCAMR FKSG87,9606.ENSP00000316491
705,Q8TDF6,RASGRP4,9606.ENSP00000479844
706,Q9BVA6,FICD HIP13 HYPE UNQ3041/PRO9857,9606.ENSP00000446479
707,Q86WN1,FCHSD1 UNQ737/PRO1431,9606.ENSP00000399259
708,Q99501,GAS2L1 GAR22,9606.ENSP00000481012
709,Q8N4A0,GALNT4,9606.ENSP00000436604
710,A8MYZ6,FOXO6,9606.ENSP00000361672
711,Q8N878,FRMD1,9606.ENSP00000283309
712,Q6ZNA5,FRRS1 SDFR2 SDR2,9606.ENSP00000287474
713,P48728,AMT GCST,9606.ENSP00000273588
714,O14764,GABRD,9606.ENSP00000367848
715,Q9UN88,GABRQ,9606.ENSP00000469332
716,Q8N1C3,GABRG1,9606.ENSP00000295452
717,P60520,GABARAPL2 FLC3A GEF2,9606.ENSP00000037243
718,P01584,IL1B IL1F2,9606.ENSP00000263341
719,Q9BXS1,IDI2,9606.ENSP00000277517
720,Q9H0C8,ILKAP,9606.ENSP00000254654
721,P23588,EIF4B,9606.ENSP00000388806
722,P78318,IGBP1 IBP1,9606.ENSP00000363661
723,Q8WWZ1,IL1F10 FIL1T IL1HY2 IL38 FKSG75 UNQ6119/PRO20041,9606.ENSP00000376893
724,P14778,IL1R1 IL1R IL1RA IL1RT1,9606.ENSP00000386380
725,Q9NXP7,GIN1 TGIN1 ZH2C2,9606.ENSP00000381970
726,O00258,GET1 CHD5 WRB,9606.ENSP00000327716
727,Q13418,ILK ILK1 ILK2,9606.ENSP00000379975
728,P27930,IL1R2 IL1RB,9606.ENSP00000330959
729,O60573,EIF4E2 EIF4EL3,9606.ENSP00000258416
730,P18510,IL1RN IL1F3 IL1RA,9606.ENSP00000259206
731,Q8N5X7,EIF4E3,9606.ENSP00000393324
732,Q9NYY1,IL20 ZCYTO10 UNQ852/PRO1801,9606.ENSP00000356065
733,Q9HBE5,IL21R NILR UNQ3121/PRO10273,9606.ENSP00000338010
734,Q01638,IL1RL1 DER4 ST2 T1,9606.ENSP00000233954
735,Q9HBE4,IL21,9606.ENSP00000264497
736,Q9HB29,IL1RL2 IL1RRP2,9606.ENSP00000264257
737,Q9GZX6,IL22 ILTIF ZCYTO18 UNQ3099/PRO10096,9606.ENSP00000442424
738,Q9H6K1,ILRUN C6orf106,9606.ENSP00000363135
739,Q14197,MRPL58 DS1 ICT1,9606.ENSP00000301585
740,O75715,GPX5,9606.ENSP00000392398
741,Q9UBM8,MGAT4C,9606.ENSP00000481096
742,P50221,MEOX1 MOX1,9606.ENSP00000321684
743,Q10469,MGAT2,9606.ENSP00000307423
744,Q9NP71,MLXIPL BHLHD14 MIO WBSCR14,9606.ENSP00000320886
745,P34949,MPI PMI1,9606.ENSP00000318318
746,Q8NGA0,OR7G1 OR7G1P,9606.ENSP00000444134
747,Q6NXP6,NOXRED1 C14orf148,9606.ENSP00000370215
748,Q8N2R0,OSR2,9606.ENSP00000414657
749,Q9ULE6,PALD1 KIAA1274 PALD,9606.ENSP00000263563
750,Q99447,PCYT2,9606.ENSP00000442050
751,Q8IXS6,PALM2,9606.ENSP00000323805
752,O75340,PDCD6 ALG2,9606.ENSP00000264933
753,O00151,PDLIM1 CLIM1 CLP36,9606.ENSP00000360305
754,Q9Y5F7,PCDHGC4,9606.ENSP00000306918
755,Q15102,PAFAH1B3 PAFAHG,9606.ENSP00000444935
756,Q96NT5,SLC46A1 HCP1 PCFT,9606.ENSP00000480703
757,Q99487,PAFAH2,9606.ENSP00000363400
758,Q5UE93,PIK3R6 C17orf38,9606.ENSP00000480157
759,Q96S79,RASL10B,9606.ENSP00000474230
760,Q8TBB6,SLC7A14 KIAA1613,9606.ENSP00000231706
761,Q96EL2,MRPS24 HSPC335,9606.ENSP00000318158
762,Q13950,RUNX2 AML3 CBFA1 OSF2 PEBP2A,9606.ENSP00000360493
763,Q5T1Q4,SLC35F1 C6orf169,9606.ENSP00000353557
764,Q9UJJ7,RPUSD1 C16orf40 RLUCL,9606.ENSP00000455026
765,O75446,SAP30,9606.ENSP00000296504
766,Q9NSD5,SLC6A13 GAT2,9606.ENSP00000339260
767,Q9NYW1,TAS2R9,9606.ENSP00000240691
768,Q13275,SEMA3F,9606.ENSP00000002829
769,O76038,SCGN SECRET,9606.ENSP00000367197
770,Q6UWF3,SCIMP C17orf87 UNQ5783/PRO16090,9606.ENSP00000461269
771,Q9H4L4,SENP3 SSP3 SUSP3,9606.ENSP00000314029
772,Q6P4A7,SFXN4 BCRM1,9606.ENSP00000347924
773,Q9NP31,SH2D2A SCAP TSAD VRAP,9606.ENSP00000376123
774,P23246,SFPQ PSF,9606.ENSP00000349748
775,Q587I9,SFT2D3,9606.ENSP00000310803
776,Q96BY9,SARAF TMEM66 XTP3 HSPC035 NPD003 PSEC0019 UNQ1967/PRO4499,9606.ENSP00000256255
777,P82979,SARNP HCC1 HSPC316,9606.ENSP00000337632
778,Q9Y651,SOX21 SOX25 SOXA,9606.ENSP00000366144
779,Q5JXA9,SIRPB2 PTPN1L PTPNS1L3,9606.ENSP00000352849
780,Q8ND83,SLAIN1 C13orf32,9606.ENSP00000400921
781,Q9BXB7,SPATA16,9606.ENSP00000341765
782,Q9NRH2,SNRK KIAA0096 SNFRK,9606.ENSP00000296088
783,Q9Y274,ST3GAL6 SIAT10,9606.ENSP00000480884
784,Q96EA4,SPDL1 CCDC99,9606.ENSP00000265295
785,Q9NXA8,SIRT5 SIR2L5,9606.ENSP00000476228
786,P51688,SGSH HSS,9606.ENSP00000314606
787,Q9UBY0,SLC9A2 NHE2,9606.ENSP00000233969
788,O75683,SURF6 SURF-6,9606.ENSP00000361092
789,P60508,ERVFRD-1 ERVFRDE1 UNQ6191/PRO20218,9606.ENSP00000420174
790,Q9H6E5,TUT1 RBM21,9606.ENSP00000308000
791,O15400,STX7,9606.ENSP00000356918
792,Q01995,TAGLN SM22 WS3-10,9606.ENSP00000432282
793,Q12788,TBL3 SAZD,9606.ENSP00000454836
794,B9EJG8,TMEM150C,9606.ENSP00000420919
795,Q9NR00,TCIM C8orf4 TC1,9606.ENSP00000319914
796,Q9BQG1,SYT3,9606.ENSP00000340914
797,Q9BUR4,WRAP53 TCAB1 WDR79,9606.ENSP00000324203
798,A0A087WVF3,TBC1D3D,9606.ENSP00000478426
799,O15178,TBXT T,9606.ENSP00000296946
800,P35269,GTF2F1 RAP74,9606.ENSP00000377969
801,Q92750,TAF4B TAF2C2 TAFII105,9606.ENSP00000269142
802,Q5T0J7,TEX35 C1orf49,9606.ENSP00000323795
803,P04216,THY1,9606.ENSP00000284240
804,Q96MW7,TIGD1,9606.ENSP00000386186
805,Q04727,TLE4 GRG4 KIAA1261,9606.ENSP00000365720
806,A6NML5,TMEM212,9606.ENSP00000334072
807,Q9UGI8,TES,9606.ENSP00000350937
808,Q9NV29,TMEM100,9606.ENSP00000465638
809,P0C1Z6,TFPT INO80F,9606.ENSP00000375639
810,P04053,DNTT TDT,9606.ENSP00000360216
811,Q96MN5,TCEANC2 C1orf83,9606.ENSP00000234827
812,P01137,TGFB1 TGFB,9606.ENSP00000221930
813,O15273,TCAP,9606.ENSP00000312624
814,Q86WV5,TEN1 C17orf106,9606.ENSP00000380762
815,Q14188,TFDP2 DP2,9606.ENSP00000420616
816,Q9Y3Q3,TMED3 C15orf22 UNQ5357/PRO1078,9606.ENSP00000299705
817,Q8IWR1,TRIM59 RNF104 TRIM57 TSBF1,9606.ENSP00000311219
818,C9JSJ3,MEIOSIN BHMG1,9606.ENSP00000402674
819,Q16674,MIA,9606.ENSP00000263369
820,Q96ES6,MFSD3,9606.ENSP00000301327
821,Q6UWV2,MPZL3 UNQ2966/PRO7425,9606.ENSP00000278949
822,O60487,MPZL2 EVA EVA1 UNQ606/PRO1192,9606.ENSP00000278937
823,Q8NH70,OR4A16,9606.ENSP00000325128
824,Q6IF63,OR52W1 OR52W1P,9606.ENSP00000309673
825,Q8NGA5,OR10H4,9606.ENSP00000318834
826,Q8NGS5,OR13C4,9606.ENSP00000277216
827,P10515,DLAT DLTA,9606.ENSP00000280346
828,Q9BYU1,PBX4,9606.ENSP00000251203
829,Q8NH19,OR10AG1,9606.ENSP00000311477
830,P57721,PCBP3 PCBP3-OT1 PCBP3OT,9606.ENSP00000383168
831,Q9H2J4,PDCL3 PhLP2A VIAF1,9606.ENSP00000264254
832,Q9HCR9,PDE11A,9606.ENSP00000286063
833,P09131,SLC10A3 DXS253E P3,9606.ENSP00000263512
834,Q92569,PIK3R3,9606.ENSP00000262741
835,Q8IVA1,PCP2,9606.ENSP00000310585
836,O95263,PDE8B PIG22,9606.ENSP00000264917
837,P0C869,PLA2G4B,9606.ENSP00000396045
